Acronym,Scientific Name (NWPL/Mohlenbrock/Wilhelm & Rericha),Scientific Name Synonym             (Swink & Wilhelm/ Wilhelm & Rericha),Common Name           (NWPL/Mohlenbrock/Wilhelm & Rericha),Common Name          Synonym                  (Swink & Wilhelm/ Wilhelm & Rericha),Author,Midwest Region Wetland Indicator,NC-NE Region Wetland Indicator,Coefficient of Conservatism,Wetness Coefficient,Habit,Duration  ,Nativity,Scientific Family Name,Common Family Name
RANSEP,Ranunculus hispidus var. nitidus,Ranunculus septentrionalis,Bristly Buttercup,SWAMP BUTTERCUP,(Chapman) T. Duncan,FAC,FAC,5,0,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
RANLON,Ranunculus longirostris,Ranunculus longirostris,Long-Beak Water-Crowfoot,WHITE WATER CROWFOOT,Godr.,OBL,OBL,4,-2,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
RANPEN,Ranunculus pensylvanicus,Ranunculus pensylvanicus,Pennsylvania Buttercup,BRISTLY BUTTERCUP,L. f.,OBL,OBL,5,-2,Forb,Annual,Native,RANUNCULACEAE,Buttercup Family
RANPUS,Ranunculus pusillus,Ranunculus pusillus,Low Spearwort,TINY BUTTERCUP,Poir.,OBL,OBL,5,-2,Forb,Annual,Native,RANUNCULACEAE,Buttercup Family
RANREC,Ranunculus recurvatus,Ranunculus recurvatus,Blisterwort,HOOKED BUTTERCUP,Poir.,FACW,FACW,5,-1,Forb,Annual,Native,RANUNCULACEAE,Buttercup Family
RANREP,Ranunculus repens,RANUNCULUS REPENS VAR. PLENIFLORUS,Creeping Buttercup,CREEPING BUTTERCUP,L.,FAC,FAC,0,0,Forb,Perennial,Adventive,RANUNCULACEAE,Buttercup Family
RANREPP,Ranunculus repens,RANUNCULUS REPENS VAR. PLENIFLORUS,Creeping Buttercup,CREEPING BUTTERCUP,L.,FAC,FAC,0,0,Forb,Perennial,Adventive,RANUNCULACEAE,Buttercup Family
RANRHO,Ranunculus rhomboideus,Ranunculus rhomboideus,Prairie Buttercup,PRAIRIE BUTTERCUP,Goldie.,UPL,UPL,10,2,Forb,Perennial,Native,RANUNCULACEAE,Buttercup Family
RANSAR,Ranunculus sardous,RANUNCULUS SARDOUS,Hairy Buttercup,SARDINIAN BUTTERCUP,Crantz,FAC,FAC,0,0,Forb,Annual,Adventive,RANUNCULACEAE,Buttercup Family
RANSCE,Ranunculus sceleratus,Ranunculus sceleratus,Cursed Buttercup,CURSED BUTTERCUP,L.,OBL,OBL,4,-2,Forb,Annual,Native,RANUNCULACEAE,Buttercup Family
CERTES,Ranunculus testiculatus,CERATOCEPHALUS TESTICULATUS,Cylindric-Fruit Buttercup,BUR BUTTERCUP,L.,UPL,UPL,0,2,Forb,Annual,Adventive,RANUNCULACEAE,Buttercup Family
RANTES,Ranunculus testiculatus,CERATOCEPHALUS TESTICULATUS,Cylindric-Fruit Buttercup,BUR BUTTERCUP,L.,UPL,UPL,0,2,Forb,Annual,Adventive,RANUNCULACEAE,Buttercup Family
RAPRAP,Raphanus raphanistrum,RAPHANUS RAPHANISTRUM,Wild Radish,WILD RADISH,L.,UPL,UPL,0,2,Forb,Annual,Adventive,BRASSICACEAE,Mustard Family
RAPSAT,Raphanus sativus,RAPHANUS SATIVUS,Radish,RADISH,L.,UPL,UPL,0,2,Forb,Annual,Adventive,BRASSICACEAE,Mustard Family
RAPRUG,Rapistrum rugosum,RAPISTRUM RUGOSUM,Wild Rape,WILD RAPE,(L.) All.,UPL,UPL,0,2,Forb,Annual,Adventive,BRASSICACEAE,Mustard Family
RATCOL,Ratibida columnifera,RATIBIDA COLUMNIFERA,Long-Head Coneﬂower,LONG-HEADED CONEFLOWER,(Nutt.) Wooton & Standl.,UPL,UPL,0,2,Forb,Perennial,Adventive,ASTERACEAE,Aster Family
RATPIN,Ratibida pinnata,Ratibida pinnata,Yellow Coneﬂower,YELLOW CONEFLOWER,(Vent.) Barnh. ,UPL,UPL,4,2,Forb,Perennial,Native,ASTERACEAE,Aster Family
RESALB,Reseda alba,RESEDA ALBA,Mignonette,WHITE MIGNONETTE,L.,UPL,UPL,0,2,Forb,Annual,Adventive,RESEDACEAE,Mignonette Family
RESLUA,Reseda lutea,RESEDA LUTEA,Yellow Mignonette,YELLOW MIGNONETTE,L.,UPL,UPL,0,2,Forb,Biennial,Adventive,RESEDACEAE,Mignonette Family
RESLUO,Reseda luteola,RESEDA LUTEOLA,Dyer’s Rocket,DYER'S ROCKET,L.,UPL,UPL,0,2,Forb,Biennial,Adventive,RESEDACEAE,Mignonette Family
REYBOH,Reynoutria X bohemica,REYNOUTRIA X BOHEMICA,Bohemian Knotweed,BOHEMIAN KNOTWEED,Chrtek & Chrtková,FACU,FACU,0,1,Shrub,Perennial,Adventive,POLYGONACEAE,Smartweed Family
POLCUS,Reynoutria japonica   ,POLYGONUM CUSPIDATUM,Japanese-Knotweed,JAPANESE KNOTWEED,(Houtt.) Welsh,FACU,FACU,0,1,Shrub,Perennial,Adventive,POLYGONACEAE,Smartweed Family
REYJAP,Reynoutria japonica   ,POLYGONUM CUSPIDATUM,Japanese-Knotweed,JAPANESE KNOTWEED,(Houtt.) Welsh,FACU,FACU,0,1,Shrub,Perennial,Adventive,POLYGONACEAE,Smartweed Family
FALSAC,Reynoutria sachalinensis,POLYGONUM SACHALINENSE; Fallopia sachalinensis,Giant-Knotweed,GIANT KNOTWEED,(F. Schmidt) Nakai,UPL,UPL,0,2,Shrub,Perennial,Adventive,POLYGONACEAE,Smartweed Family
POLSAC,Reynoutria sachalinensis,POLYGONUM SACHALINENSE; Fallopia sachalinensis,Giant-Knotweed,GIANT KNOTWEED,(F. Schmidt) Nakai,UPL,UPL,0,2,Shrub,Perennial,Adventive,POLYGONACEAE,Smartweed Family
REYSAC,Reynoutria sachalinensis,POLYGONUM SACHALINENSE; Fallopia sachalinensis,Giant-Knotweed,GIANT KNOTWEED,(F. Schmidt) Nakai,UPL,UPL,0,2,Shrub,Perennial,Adventive,POLYGONACEAE,Smartweed Family
RHAALN,Rhamnus alnifolia,Rhamnus alnifolia,Alder-Leaf Buckthorn,ALDER BUCKTHORN,L'Hér.,OBL,OBL,10,-2,Shrub,Perennial,Native,RHAMNACEAE,Buckthorn Family
RHAARG,Rhamnus arguta var. velutina,RHAMNUS ARGUTA VELUTINA,Saw-Tooth Buckthorn,SAW-TOOTHED BUCKTHORN,Mazz.,UPL,UPL,0,2,Shrub,Perennial,Adventive,RHAMNACEAE,Buckthorn Family
RHAARGV,Rhamnus arguta var. velutina,RHAMNUS ARGUTA VELUTINA,Saw-Tooth Buckthorn,SAW-TOOTHED BUCKTHORN,Mazz.,UPL,UPL,0,2,Shrub,Perennial,Adventive,RHAMNACEAE,Buckthorn Family
RHACAT,Rhamnus cathartica,RHAMNUS CATHARTICA,European Buckthorn,COMMON BUCKTHORN,L.,FAC,FAC,0,0,Shrub,Perennial,Adventive,RHAMNACEAE,Buckthorn Family
RHADAV,Rhamnus davurica,RHAMNUS DAVURICA,Dahurian Buckthorn,DAHURIAN BUCKTHORN,Pall.,UPL,UPL,0,2,Shrub,Perennial,Adventive,RHAMNACEAE,Buckthorn Family
RHAJAP,Rhamnus japonica,RHAMNUS JAPONICA,Japanese Buckthorn,JAPANESE BUCKTHORN,Maxim.,UPL,UPL,0,2,Shrub,Perennial,Adventive,RHAMNACEAE,Buckthorn Family
RHALAN,Rhamnus lanceolata,Rhamnus lanceolata,Lance-Leaf Buckthorn,LANCE-LEAVED BUCKTHORN,Pursh,FACW,FACW,10,-1,Shrub,Perennial,Native,RHAMNACEAE,Buckthorn Family
RHALANG,Rhamnus lanceolata ssp. glabrata,Rhamnus lanceolata,Lance-Leaf Buckthorn,LANCE-LEAVED BUCKTHORN,(Gleason) Kartesz & Gandhi,FACW,FACW,10,-1,Shrub,Perennial,Native,RHAMNACEAE,Buckthorn Family
RHALANL,Rhamnus lanceolata ssp. lanceolata,Rhamnus lanceolata,Lance-Leaf Buckthorn,LANCE-LEAVED BUCKTHORN,Pursh,FACW,FACW,10,-1,Shrub,Perennial,Native,RHAMNACEAE,Buckthorn Family
RHAUTI,Rhamnus utilis,RHAMNUS UTILIS,Chinese Buckthorn,CHINESE BUCKTHORN,Decne.,UPL,UPL,0,2,Shrub,Perennial,Adventive,RHAMNACEAE,Buckthorn Family
RHERHA,Rheum rhabarbarum,RHEUM RHAPONTICUM,Rhubarb,RHUBARB,L.,UPL,UPL,0,2,Forb,Perennial,Adventive,POLYGONACEAE,Smartweed Family
RHEMAR,Rhexia mariana,Rhexia mariana,Maryland Meadow-Beauty,MARYLAND MEADOW BEAUTY,L.,OBL,OBL,10,-2,Forb,Perennial,Native,MELASTOMATACEAE,Meadow Beauty Family
RHEVIR,Rhexia virginica,Rhexia virginica,Handsome-Harry,VIRGINIA MEADOW BEAUTY,L.,OBL,OBL,10,-2,Forb,Perennial,Native,MELASTOMATACEAE,Meadow Beauty Family
LEDGRO,Rhododendron groenlandicum,Ledum groenlandicum,Rusty Labrador-Tea,LABRADOR TEA,(Oeder) Kron & Judd,OBL,OBL,10,-2,Shrub,Perennial,Native,ERICACEAE,Heath Family
RHOGRO,Rhododendron groenlandicum,Ledum groenlandicum,Rusty Labrador-Tea,LABRADOR TEA,(Oeder) Kron & Judd,OBL,OBL,10,-2,Shrub,Perennial,Native,ERICACEAE,Heath Family
RHONUD,Rhododendron periclymenoides,RHODODENDRON NUDIFLORUM,Pink Azalea,PINXTER FLOWER,(Michx.) Shinners,FAC,FAC,0,0,Shrub,Perennial,Adventive,ERICACEAE,Heath Family
RHOPER,Rhododendron periclymenoides,RHODODENDRON NUDIFLORUM,Pink Azalea,PINXTER FLOWER,(Michx.) Shinners,FAC,FAC,0,0,Shrub,Perennial,Adventive,ERICACEAE,Heath Family
RHOSCA,Rhodotypos scandens,RHODOTYPOS SCANDENS,Jetbead,JETBEAD,(Thunb.) Makino,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RHUARO,Rhus aromatica,Rhus aromatica,Fragrant Sumac,FRAGRANT SUMAC,Ait.,UPL,UPL,9,2,Shrub,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUAROE,Rhus aromatica var. arenaria,Rhus aromatica arenaria,Fragrant Sumac,DWARF FRAGRANT SUMAC,(Greene) Fern.,UPL,UPL,10,2,Shrub,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUAROO,Rhus aromatica var. aromatica,Rhus aromatica,Fragrant Sumac,FRAGRANT SUMAC,Ait.,UPL,UPL,9,2,Shrub,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUCOP,Rhus copallinum,Rhus copallina latifolia,Winged Sumac,SHINING SUMAC,L.,UPL,UPL,3,2,Shrub,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUCOPL,Rhus copallinum,Rhus copallina latifolia,Winged Sumac,SHINING SUMAC,L.,UPL,UPL,3,2,Shrub,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUGLA,Rhus glabra,Rhus glabra,Smooth Sumac,SMOOTH SUMAC,L.,UPL,UPL,1,2,Shrub,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUHIR,Rhus hirta,Rhus typhina,Staghorn Sumac,STAGHORN SUMAC,L.,UPL,UPL,1,2,Tree,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUTYP,Rhus hirta,Rhus typhina,Staghorn Sumac,STAGHORN SUMAC,L.,UPL,UPL,1,2,Tree,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUTYPL,Rhus hirta cult. laciniata,RHUS TYPHINA CULT. LACINIATA,Cut-Leaved Staghorn Sumac,CUT-LEAVED STAGHORN SUMAC,L.,UPL,UPL,0,2,Tree,Perennial,Adventive,ANACARDIACEAE,Sumac Family
RHUHIRL,Rhus hirta cult. laciniata,RHUS TYPHINA CULT. LACINIATA,Cut-Leaved Staghorn Sumac,CUT-LEAVED STAGHORN SUMAC,L.,UPL,UPL,0,2,Tree,Perennial,Adventive,ANACARDIACEAE,Sumac Family
RHUBOR,Rhus X pulvinata,Rhus X borealis,,NORTHERN SUMAC,Greene,UPL,UPL,1,2,Shrub,Perennial,Native,ANACARDIACEAE,Sumac Family
RHUPUL,Rhus X pulvinata,Rhus X borealis,,NORTHERN SUMAC,Greene,UPL,UPL,1,2,Shrub,Perennial,Native,ANACARDIACEAE,Sumac Family
RHYALB,Rhynchospora alba,Rhynchospora alba,White Beak Sedge,WHITE BEAK RUSH,Greene,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
RHYCAL,Rhynchospora capillacea,Rhynchospora capillacea,Needle Beak Sedge,HAIR BEAK RUSH,Torr.,OBL,OBL,9,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
RHYCAT,Rhynchospora capitellata,Rhynchospora capitellata,Brownish Beak Sedge,BROWN BEAK RUSH,(Michx.) Vahl,OBL,OBL,8,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
RHYFUS,Rhynchospora fusca,Rhynchospora fusca,Brown Beak Sedge,GRAY BEAK RUSH,(L.) Ait. f.,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
RHYGLO,Rhynchospora globularis,Rhynchospora globularis recognita,Globe Beak Sedge,GRASS BEAK RUSH,(Chapman) Small,FACW,FACW,10,-1,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
RHYGLOR,Rhynchospora globularis,Rhynchospora globularis recognita,Globe Beak Sedge,GRASS BEAK RUSH,(Chapman) Small,FACW,FACW,10,-1,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
RHYMAC,Rhynchospora macrostachya,Rhynchospora macrostachya,Tall Horned Beak Sedge,HORNED BEAK RUSH,Torr. ex Gray,OBL,OBL,10,-2,Sedge,Perennial,Native,CYPERACEAE,Sedge Family
PSINIT,Rhynchospora nitens,Psilocarya nitens,Short-Beak Beak Sedge,SHORT-BEAKED BALD RUSH,(Vahl) Gray,OBL,OBL,10,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
RHYNIT,Rhynchospora nitens,Psilocarya nitens,Short-Beak Beak Sedge,SHORT-BEAKED BALD RUSH,(Vahl) Gray,OBL,OBL,10,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
RHYREC,Rhynchospora recognita,Rhynchospora recognita,Coarse Globe Beak Sedge,GREATER BEAK RUSH,(Gale) Kral,FACW,FACW,10,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
PSISCI,Rhynchospora scirpoides,Psilocarya scirpoides,Long-Beak Beak Sedge,LONG-BEAKED BALD RUSH,(Torr.) Gray,OBL,OBL,10,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
RHYSCI,Rhynchospora scirpoides,Psilocarya scirpoides,Long-Beak Beak Sedge,LONG-BEAKED BALD RUSH,(Torr.) Gray,OBL,OBL,10,-2,Sedge,Annual,Native,CYPERACEAE,Sedge Family
RIBAME,Ribes americanum,Ribes americanum,Wild Black Currant,WILD BLACK CURRANT,P. Mill.,FACW,FACW,4,-1,Shrub,Perennial,Native,GROSSULARIACEAE,Gooseberry Family
RIBAUR,Ribes aureum var. villosum,RIBES ODORATUM,Golden Currant,GOLDEN CURRANT,DC.,FAC,FACU,0,0,Shrub,Perennial,Adventive,GROSSULARIACEAE,Gooseberry Family
RIBODO,Ribes aureum var. villosum,RIBES ODORATUM,Golden Currant,GOLDEN CURRANT,DC.,FAC,FACU,0,0,Shrub,Perennial,Adventive,GROSSULARIACEAE,Gooseberry Family
RIBCYN,Ribes cynosbati,Ribes cynosbati,Eastern Prickly Gooseberry,PRICKLY WILD GOOSEBERRY,L.,FAC,FACU,5,0,Shrub,Perennial,Native,GROSSULARIACEAE,Gooseberry Family
RIBHIR,Ribes hirtellum,Ribes hirtellum var. calcicola,Hairy-Stem Gooseberry,NORTHERN GOOSEBERRY,Michx.,FACW,FACW,10,-1,Shrub,Perennial,Native,GROSSULARIACEAE,Gooseberry Family
RIBHIRC,Ribes hirtellum,Ribes hirtellum var. calcicola,Hairy-Stem Gooseberry,NORTHERN GOOSEBERRY,Michx.,FACW,FACW,10,-1,Shrub,Perennial,Native,GROSSULARIACEAE,Gooseberry Family
RIBMIS,Ribes missouriense,Ribes missouriense,Missouri Gooseberry,WILD GOOSEBERRY,Nutt.,UPL,UPL,2,2,Shrub,Perennial,Native,GROSSULARIACEAE,Gooseberry Family
RIBNIG,Ribes nigrum,RIBES NIGRUM,Black Currant,BLACK CURRANT,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,GROSSULARIACEAE,Gooseberry Family
RIBRUB,Ribes rubrum,RIBES SATIVUM,Red Currant,RED CURRANT,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,GROSSULARIACEAE,Gooseberry Family
RIBSAT,Ribes rubrum,RIBES SATIVUM,Red Currant,RED CURRANT,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,GROSSULARIACEAE,Gooseberry Family
RIBTRI,Ribes triste,Ribes triste,Swamp Red Currant,SWAMP RED CURRANT,Pallas,OBL,OBL,3,-2,Shrub,Perennial,Native,GROSSULARIACEAE,Gooseberry Family
ROBHIS,Robinia hispida,ROBINIA HISPIDA,Bristly Locust,BRISTLY LOCUST,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,FABACEAE,Pea Family
ROBHISF,Robinia hispida var. fertilis,ROBINIA HISPIDA FERTILIS,Fruiting Bristly Locust,FRUITING BRISTLY LOCUST,(Ashe) R.T. Clausen,UPL,UPL,0,2,Shrub,Perennial,Adventive,FABACEAE,Pea Family
ROBLUX,Robinia luxurians,ROBINIA LUXURIANS,Rocky Mountain Locust,ROCKY MOUNTAIN LOCUST,(Dieck) C.K. Schneid.,UPL,UPL,0,2,Shrub,Perennial,Adventive,FABACEAE,Pea Family
ROBPSE,Robinia pseudoacacia,ROBINIA PSEUDOACACIA,Black Locust,BLACK LOCUST,L.,FACU,FACU,0,1,Tree,Perennial,Adventive,FABACEAE,Pea Family
ROBVIS,Robinia viscosa,ROBINIA VISCOSA,Clammy Locust,CLAMMY LOCUST,Vent.,UPL,UPL,0,2,Tree,Perennial,Adventive,FABACEAE,Pea Family
ARMAQU,Rorippa aquatica,Armoracia aquatica,Lakecress,LAKE CRESS,(Eat.) Greene ,OBL,OBL,10,-2,Forb,Perennial,Native,BRASSICACEAE,Mustard Family
RORAQU,Rorippa aquatica,Armoracia aquatica,Lakecress,LAKE CRESS,(Eat.) Greene ,OBL,OBL,10,-2,Forb,Perennial,Native,BRASSICACEAE,Mustard Family
RORAUS,Rorippa austriaca,RORIPPA AUSTRIACA,Austrian Yellowcress,AUSTRIAN CRESS,(Crantz) Bess.,FACW,FACW,0,-1,Forb,Perennial,Adventive,BRASSICACEAE,Mustard Family
RORPAL,Rorippa palustris,,Bog Yellowcress,,(L.) Bess.,OBL,OBL,4,-2,Forb,Perennial,Native,BRASSICACEAE,Mustard Family
RORPALH,Rorippa palustris ssp. hispida,Rorippa palustris hispida,Bog Yellowcress,ROUGH MARSH CRESS,(Desv.) Jonsell,OBL,OBL,3,-2,Forb,Annual,Native,BRASSICACEAE,Mustard Family
RORPALF,Rorippa palustris ssp. palustris,Rorippa palustris fernaldiana,Bog Yellowcress,MARSH CRESS,(Butters & Abbe) Jonsell,OBL,OBL,2,-2,Forb,Annual,Native,BRASSICACEAE,Mustard Family
RORPALP,Rorippa palustris ssp. palustris,Rorippa palustris fernaldiana,Bog Yellowcress,MARSH CRESS,(Butters & Abbe) Jonsell,OBL,OBL,2,-2,Forb,Annual,Native,BRASSICACEAE,Mustard Family
RORSES,Rorippa sessiliflora,Rorippa sessiliflora,Stalkless Yellowcress,SESSILE-FLOWERED CRESS,(Nutt.) A.S. Hitchc.,OBL,OBL,1,-2,Forb,Annual,Native,BRASSICACEAE,Mustard Family
RORSIN,Rorippa sinuata,Rorippa sinuata,Spreading Yellowcress,SPREADING YELLOW CRESS,(Nutt.) A.S. Hitchc.,FACW,FACW,0,-1,Forb,Perennial,Adventive,BRASSICACEAE,Mustard Family
RORSYL,Rorippa sylvestris,RORIPPA SYLVESTRIS,Creeping Yellowcress,CREEPING YELLOW CRESS,(L.) Bess.,OBL,OBL,0,-2,Forb,Perennial,Adventive,BRASSICACEAE,Mustard Family
ROSACI,Rosa acicularis,Rosa acicularis,Prickly Rose,BRISTLY ROSE,Lindl.,FACU,FACU,10,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSARK,Rosa arkansana,Rosa arkansana suffulta,Prairie Rose,SUNSHINE ROSE,Porter,FACU,FACU,8,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSARKS,Rosa arkansana,Rosa arkansana suffulta,Prairie Rose,SUNSHINE ROSE,Porter,FACU,FACU,8,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSBLA,Rosa blanda,Rosa blanda,Smooth Rose,EARLY WILD ROSE,Ait.,FACU,FACU,4,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSCAN,Rosa canina,ROSA CANINA,Dog Rose,DOG ROSE,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSCAR,Rosa carolina,Rosa carolina,Carolina Rose,PASTURE ROSE,L.,FACU,FACU,5,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSCEN,Rosa centifolia,ROSA CENTIFOLIA,Cabbage Rose,CABBAGE ROSE,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSCIN,Rosa cinnamomea,ROSA CINNAMOMEA,Cinnamon Rose,CINNAMON ROSE,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSEGL,Rosa rubiginosa,ROSA EGLANTERIA,Sweetbrier,SWEETBRIER,L.,UPL,FACU,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSRUB,Rosa rubiginosa,ROSA EGLANTERIA,Sweetbrier,SWEETBRIER,L.,UPL,FACU,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSGAL,Rosa gallica,ROSA GALLICA,French Rose,FRENCH ROSE,L.,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSMIC,Rosa micrantha,,Small-Flower Sweetbrier,,Borrer ex Sm.,FACU,FACU,0,1,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSMUL,Rosa multiflora,ROSA MULTIFLORA,Rambler Rose,MULTIFLORA ROSE,Thunb. ex Murr.,FACU,FACU,0,1,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSPAL,Rosa palustris,Rosa palustris,Swamp Rose,SWAMP ROSE,Marsh.,OBL,OBL,8,-2,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSRUG,Rosa rugosa,ROSA RUGOSA,Rugosa Rose,HEDGEROW ROSE,Thunb.,FACU,FACU,0,1,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSSET,Rosa setigera,Rosa setigera var. tomentosa,Climbing Rose,ILLINOIS ROSE,Michx.,FACU,FACU,5,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSSETT,Rosa setigera,Rosa setigera var. tomentosa,Climbing Rose,ILLINOIS ROSE,Michx.,FACU,FACU,5,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSVIR,Rosa virginiana,ROSA VIRGINIANA,Virginia Rose,VIRGINIA ROSE,P. Mill.,FAC,FAC,0,0,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSHAR,Rosa X harisonii,ROSA X HARISONII,,HARISON'S YELLOW ROSE,Rivers,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
ROSMED,Rosa X medioccidentis,Rosa X medioccidentis,,MIDWEST ROSE,W. H. Lewis,UPL,UPL,5,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROSRUD,Rosa X rudiuscula,Rosa X rudiuscula,,ROUGH ROSE,Greene,UPL,UPL,5,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
ROTRAM,Rotala ramosior,Rotala ramosior,Lowland Toothcup,WHEELWORT,(L.) Koehne,OBL,OBL,6,-2,Forb,Annual,Native,LYTHRACEAE,Loosestrife Family
RUBALL,Rubus allegheniensis,Rubus allegheniensis,Allegheny Blackberry,COMMON BLACKBERRY,Porter,FACU,FACU,3,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBALU,Rubus alumnus,Rubus alumnus,Oldfield Blackberry,HEART-LEAVED BLACKBERRY,Bailey,FACU,FACU,5,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBARM,Rubus armeniacus,Rubus bifrons,Himalayan Blackberry,HIMALAYAN BLACKBERRY,Focke,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBBIF,Rubus armeniacus,Rubus bifrons,Himalayan Blackberry,HIMALAYAN BLACKBERRY,Focke,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBBAI,Rubus baileyanus,Rubus baileyanus,Bailey's Dewberry,BAILEY'S DEWBERRY,Britt.,FACU,FACU,10,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBBEL,Rubus bellobatus,RUBUS BELLOBATUS,Kittatinny Blackberry,KITTATINNY BLACKBERRY,L. H. Bailey,UPL,UPL,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBCAE,Rubus caesius,RUBUS CAESIUS,European Dewberry,BLUE DEWBERRY,L.,UPL,FACU,0,2,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBCAU,Rubus cauliflorus,Rubus cauliflorus,Prickly Bramble,PRICKLY BRAMBLE,L. H. Bailey,UPL,UPL,8,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBDEA,Rubus deamii,Rubus deamii,Deam's Dewberry,DEAM'S DEWBERRY,L. H. Bailey,UPL,UPL,5,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBFEC,Rubus fecundus,Rubus fecundus,Bountiful Dewberry,BOUNTIFUL DEWBERRY,L. H. Bailey,UPL,UPL,10,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBENS,Rubus flagellaris,Rubus enslenii,Whiplash Dewberry,COMMON DEWBERRY; ONE-FLOWERED DEWBERRY,Willd.,FACU,FACU,5,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBFLA,Rubus flagellaris,Rubus enslenii,Whiplash Dewberry,COMMON DEWBERRY; ONE-FLOWERED DEWBERRY,Willd.,FACU,FACU,5,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBFRO,Rubus frondosus,Rubus frondosus,Leafy Bramble,LEAFY BRAMBLE,Bigel.,UPL,UPL,4,2,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBHIS,Rubus hispidus,Rubus hispidus,Bristly Dewberry,SWAMP DEWBERRY,L.,FACW,FACW,7,-1,Shrub,Perennial,Native,ROSACEAE,Rose Family
RUBIDA,Rubus idaeus ssp. idaeus,RUBUS IDAEUS,Common Red Raspberry,GARDEN RASPBERRY,L.,FACU,FAC,0,1,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBIDAI,Rubus idaeus ssp. idaeus,RUBUS IDAEUS,Common Red Raspberry,GARDEN RASPBERRY,L.,FACU,FAC,0,1,Shrub,Perennial,Adventive,ROSACEAE,Rose Family
RUBIDAS,Rubus idaeus ssp. strigosus,Rubus strigosus,Common Red Raspberry,RED RASPBERRY,(Michx.) Focke,FACU,FAC,3,1,Shrub,Perennial,Native,ROSACEAE,Rose Family
